country,countryLabel,lifeExpectancy,date
http://www.wikidata.org/entity/Q781,Антигуа и Барбуда,76.207,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q781,Антигуа и Барбуда,76.364,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q781,Антигуа и Барбуда,79,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q781,Антигуа и Барбуда,79,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q781,Антигуа и Барбуда,78,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q781,Антигуа и Барбуда,79,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,73.618,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,73.832,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,74.039,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,74.236,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,74.424,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,74.603,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,74.775,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,74.941,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,75.105,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,75.268,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,75.431,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,75.595,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,75.761,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,75.926,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,76.089,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,76.252,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,76.415,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,76.577,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,77,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,76,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,75,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q414,Аргентина,76,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,70.944,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,71.409,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,71.8,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,72.112,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,72.347,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,72.512,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,72.625,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,72.715,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,72.815,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,72.946,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,73.119,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,73.331,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,73.571,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,73.814,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,74.044,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,74.255,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,74.445,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,74.618,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,75,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,72,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,72,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q399,Армения,73,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,73.738,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,73.787,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,73.853,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,73.937,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,74.038,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,74.156,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,74.287,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,74.429,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,74.576,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,74.725,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,74.872,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,75.016,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,75.158,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,75.299,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,75.44,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,75.582,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,75.725,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21203,Аруба,75.867,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,54.959,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,55.482,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,56.044,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,56.637,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,57.25,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,57.875,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,58.5,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,59.11,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,59.694,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,60.243,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,60.754,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,61.226,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,61.666,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,62.086,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,62.494,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,62.895,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,63.288,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,63.673,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,64,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,63,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,62,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889,Афганистан,63,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,72.093,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,72.37,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,72.668,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,72.971,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,73.264,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,73.538,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,73.787,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,74.012,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,74.218,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,74.41,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,74.591,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,74.761,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,74.923,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,75.079,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,75.23,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,75.379,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,75.527,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,75.675,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,71,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,73,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,72,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q778,Багамские Острова,74,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,64.702,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,65.324,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,65.903,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,66.448,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,66.965,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,67.46,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,67.937,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,68.403,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,68.861,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,69.312,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,69.759,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,70.198,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,70.626,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,71.039,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,71.431,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,71.803,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,72.155,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,72.489,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,73,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,72,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,72,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,74.43,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902,Бангладеш,74,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,73.213,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,73.377,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,73.535,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,73.691,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,73.847,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,74.004,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,74.163,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,74.324,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,74.486,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,74.648,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,74.811,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,74.973,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,75.133,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,75.292,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,75.448,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,75.603,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,75.755,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,75.906,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,77,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,77,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,78,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q244,Барбадос,78,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,74.239,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,74.44,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,74.635,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,74.822,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,74.999,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,75.167,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,75.326,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,75.478,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,75.625,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,75.77,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,75.913,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,76.056,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,76.199,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,76.341,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,76.482,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,76.622,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,76.761,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,76.9,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,80,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q398,Бахрейн,79,2020-01-01T00:00:00Z
